ETA,SIGMA,N,mse,esp_neuronal
0.25,1.0,25000,0.01240704175798367,31.594773821663217
0.25,1.0,26000,0.01217821515921504,31.522834115427525
0.25,1.0,27000,0.012035455378028203,31.65502482479095
0.25,1.0,28000,0.01186667337896711,31.821273727345062
0.25,1.0,29000,0.01221835369963114,31.664909708482572
0.25,1.0,30000,0.01226416681935184,31.562330024916584
0.25,1.0,31000,0.011805401003757866,31.70118162143216
0.25,1.0,32000,0.012155185533391715,31.598025593496022
0.25,1.0,33000,0.012277556513878704,31.59018833074149
0.25,1.0,34000,0.011892819254878468,31.79694302421546
0.25,1.0,35000,0.012478263349551358,31.355092698210587
0.25,1.0,36000,0.012724314602591314,31.271125929435307
0.25,1.0,37000,0.012508371122549175,31.52082272353734
0.25,1.0,38000,0.011710990464489474,31.92576599779436
0.25,1.0,39000,0.011945687892034072,31.646721083738136
0.25,1.0,40000,0.012373566053487259,31.487227692223428
0.25,1.0,41000,0.012101738966311044,31.477860079457354
0.25,1.0,42000,0.012081537690664555,31.693556919193146
0.25,1.0,43000,0.012254438459250585,31.682481648713242
0.25,1.0,44000,0.012079605667151421,31.72396564444429
0.25,1.0,45000,0.01170964589557623,31.750539798815225
0.25,1.0,46000,0.013019110227692721,31.283765978483093
0.25,1.0,47000,0.012150458752469187,31.4971529907513
0.25,1.0,48000,0.01214812445282421,31.54312663284137
0.25,1.0,49000,0.012530475117891338,31.522064872712708
0.25,2.0,1000,0.03826758315149827,25.823271530066382
0.25,2.0,2000,0.03803345906973824,25.792840328368804
0.25,2.0,3000,0.040984333353584076,25.202355094317223
0.25,2.0,4000,0.040589310995153935,25.669863488783125
0.25,2.0,5000,0.03935155474083162,25.43213736557815
0.25,2.0,6000,0.041771036961684396,25.669312018871317
0.25,2.0,7000,0.039712842559213604,25.637111786250024
0.25,2.0,8000,0.03955327452941388,25.591415842027857
0.25,2.0,9000,0.040528062103671596,25.444605488882974
0.25,2.0,10000,0.03741419429402605,25.850790913946277
0.25,2.0,11000,0.03760814698786709,25.76713689678142
0.25,2.0,12000,0.040893009909474545,25.344946382118316
0.25,2.0,13000,0.041753329746943,25.121568157616956
0.25,2.0,14000,0.04065445149254832,25.40163173270571
0.25,2.0,15000,0.04088561354072371,25.28542460000715
0.25,2.0,16000,0.037035615579050676,25.909839205107907
0.25,2.0,17000,0.04024179997861167,25.32232596399859
0.25,2.0,18000,0.04526073601116668,24.925547568357697
0.25,2.0,19000,0.041423443163236165,25.413084550316164
0.25,2.0,20000,0.03825614221815062,25.858980132093155
0.25,2.0,21000,0.04188369086387843,25.494460028259375
0.25,2.0,22000,0.03794477555545617,25.613626906321322
0.25,2.0,23000,0.04036172117788713,25.39340445345828
0.25,2.0,24000,0.03769234014798637,25.98763842502877
0.25,2.0,25000,0.03965906767455716,25.601409614191304
0.25,2.0,26000,0.039552924766113384,25.80293483453287
0.25,2.0,27000,0.041466579354784,25.273763149523983
0.25,2.0,28000,0.03822862293444575,25.724135179312363
0.25,2.0,29000,0.04033208969220107,25.454131800388897
0.25,2.0,30000,0.04159459679953504,25.384944262427158
0.25,2.0,31000,0.03773978868337954,25.68261660832284
0.25,2.0,32000,0.04204044991428622,25.156703524569185
0.25,2.0,33000,0.044599671944970234,24.96519015815158
0.25,2.0,34000,0.044282077181165745,24.800335818104795
0.25,2.0,35000,0.039229614961135,25.85776790131367
0.25,2.0,36000,0.03992212380720579,25.583788075701342
0.25,2.0,37000,0.03750980132659236,25.881729781791442
0.25,2.0,38000,0.040710518012020816,25.470481482853256
0.25,2.0,39000,0.03832399216544703,25.752926553180345
0.25,2.0,40000,0.04173263521048183,25.308106604765037
0.25,2.0,41000,0.04021532581742153,25.606422440187636
0.25,2.0,42000,0.036923957589700504,25.7692087526781
0.25,2.0,43000,0.04000280917532407,25.293104043990816
0.25,2.0,44000,0.0435846170033161,24.781675452617954
0.25,2.0,45000,0.0430737648480488,24.95058945697036
0.25,2.0,46000,0.040009787722466966,25.402659020252635
0.25,2.0,47000,0.03814069660782199,25.600132879883933
0.25,2.0,48000,0.04301619218743178,24.93379389694865
0.25,2.0,49000,0.0409213138145963,25.167102450961814
0.25,3.0,1000,0.10040667364149976,19.68727298392438
0.25,3.0,2000,0.08742044058027769,20.794318556675883
0.25,3.0,3000,0.08987508894678908,20.80762247415891
